Data,Operation,Resource_0,Resource_1,Resource_2,Resource_3,Resource_4,Resource_5,Chosen_Resource,Adress
60012716,2,95,96,37,90,24,32,5,10.0.0.8
67877255,2,11,11,50,20,48,65,1,10.0.0.4
49809218,2,30,16,90,6,98,60,3,10.0.0.6
6578772,2,19,42,60,38,90,49,3,10.0.0.6
13544778,2,29,72,70,92,96,36,5,10.0.0.8
73334277,2,32,89,87,49,32,34,5,10.0.0.8
2965037,1,98,86,72,62,61,75,4,10.0.0.7
70905954,2,39,63,15,21,81,99,3,10.0.0.6
2801239,2,27,54,65,68,35,0,5,10.0.0.8
3929401,2,22,83,28,62,41,14,5,10.0.0.8
22374629,2,82,57,50,61,91,55,5,10.0.0.8
31268868,2,86,91,51,57,82,64,3,10.0.0.6
17097077,2,92,22,95,7,93,59,3,10.0.0.6
29172031,1,21,74,31,79,98,59,0,10.0.0.3
80963057,2,62,22,89,85,1,65,1,10.0.0.4
97109157,1,16,29,38,6,95,73,0,10.0.0.3
33493372,1,3,39,47,16,14,3,0,10.0.0.3
23329207,2,50,97,20,87,65,72,5,10.0.0.8
84221993,1,64,20,52,93,40,72,4,10.0.0.7
13364818,2,96,26,56,34,24,45,1,10.0.0.4
83238053,1,5,24,73,2,71,38,0,10.0.0.3
80905543,2,35,81,38,95,33,9,5,10.0.0.8
47899438,2,19,59,13,3,6,51,3,10.0.0.6
50152554,2,61,60,20,75,85,100,1,10.0.0.4
87088515,1,50,4,11,64,71,72,2,10.0.0.5
618402,2,86,67,6,8,56,9,3,10.0.0.6
65150943,1,29,75,83,61,64,70,0,10.0.0.3
25387284,1,3,37,34,75,44,45,0,10.0.0.3
99187683,1,61,54,85,84,13,11,4,10.0.0.7
11524260,2,26,73,41,85,79,33,5,10.0.0.8
14999262,2,76,56,98,55,56,12,5,10.0.0.8
37531882,2,39,36,87,37,80,54,1,10.0.0.4
48013867,2,20,71,22,99,82,36,5,10.0.0.8
96970807,2,45,41,22,83,1,69,1,10.0.0.4
3905635,2,24,22,68,22,9,99,1,10.0.0.4
373215,2,86,70,10,21,35,54,3,10.0.0.6
16320572,2,71,13,48,56,22,62,1,10.0.0.4
38786691,1,62,29,39,92,85,34,2,10.0.0.5
88678872,2,5,24,84,100,5,40,1,10.0.0.4
81221223,2,55,64,2,1,56,19,3,10.0.0.6
45945412,2,19,60,16,81,57,97,1,10.0.0.4
40901140,2,31,29,23,55,42,87,1,10.0.0.4
88628869,1,12,45,9,83,52,24,2,10.0.0.5
89665119,2,14,85,47,92,97,76,5,10.0.0.8
7654071,2,68,17,52,4,97,44,3,10.0.0.6
67987150,1,81,70,41,100,42,17,2,10.0.0.5
96266743,2,76,70,20,20,80,55,3,10.0.0.6
61803404,1,94,69,88,25,42,77,4,10.0.0.7
10682172,1,65,86,95,2,100,4,0,10.0.0.3
65473535,2,65,24,27,81,50,85,1,10.0.0.4
69544725,1,8,2,3,84,72,5,2,10.0.0.5
6988165,2,21,64,44,69,89,52,5,10.0.0.8
22457624,1,27,50,57,2,70,38,0,10.0.0.3
24650521,2,40,13,31,73,62,41,1,10.0.0.4
79772967,1,62,18,79,75,80,13,0,10.0.0.3
26756139,1,100,60,16,80,53,22,2,10.0.0.5
17852984,2,90,87,14,4,81,37,3,10.0.0.6
3224966,1,64,52,24,18,50,98,2,10.0.0.5
90116142,1,64,21,100,54,51,0,4,10.0.0.7
54282073,1,74,69,57,65,10,64,4,10.0.0.7
98318012,2,15,23,80,77,72,76,1,10.0.0.4
42102582,1,0,25,60,59,9,24,0,10.0.0.3
63099073,2,58,51,62,61,6,65,1,10.0.0.4
45540298,2,42,0,39,95,12,22,1,10.0.0.4
74519168,1,17,80,3,72,95,69,2,10.0.0.5
49766100,2,59,37,71,26,67,90,3,10.0.0.6
23411275,1,33,97,64,17,44,34,0,10.0.0.3
17162728,1,90,32,38,48,44,30,2,10.0.0.5
62829401,1,94,40,6,75,50,30,2,10.0.0.5
78446461,1,87,39,78,98,5,98,4,10.0.0.7
13245898,2,14,15,96,70,86,49,1,10.0.0.4
53091720,1,10,36,65,73,32,20,0,10.0.0.3
8378026,2,86,84,84,33,87,24,5,10.0.0.8
87459576,1,71,69,27,48,78,87,2,10.0.0.5
70371145,2,63,78,17,90,88,88,1,10.0.0.4
67144093,2,30,4,54,1,93,68,3,10.0.0.6
14455267,1,52,47,72,62,45,86,4,10.0.0.7
55828697,2,21,73,24,18,87,61,3,10.0.0.6
73369843,2,35,26,44,60,69,68,1,10.0.0.4
16964132,1,26,78,23,40,48,49,2,10.0.0.5
21795027,2,21,66,56,31,19,21,5,10.0.0.8
22541325,2,67,20,93,40,49,48,1,10.0.0.4
75712761,1,65,52,5,16,60,92,2,10.0.0.5
54504481,2,93,55,48,25,81,46,3,10.0.0.6
29279191,1,83,13,57,69,85,7,2,10.0.0.5
64263199,1,94,93,87,8,88,79,2,10.0.0.5
18030188,1,63,57,30,25,38,66,2,10.0.0.5
27697416,2,86,30,34,33,98,54,1,10.0.0.4
58594087,2,93,17,90,53,58,68,1,10.0.0.4
72898373,2,40,4,52,73,81,46,1,10.0.0.4
6202158,1,96,74,87,44,23,86,4,10.0.0.7
9377998,2,18,35,75,95,53,9,5,10.0.0.8
54468356,2,42,25,93,23,50,45,3,10.0.0.6
93226104,2,28,30,54,66,49,88,1,10.0.0.4
64488180,1,16,40,39,37,71,66,0,10.0.0.3
26340834,2,66,61,100,89,61,84,1,10.0.0.4
52063931,1,44,28,14,16,63,79,2,10.0.0.5
64713300,2,72,63,79,44,76,51,3,10.0.0.6
2865677,2,86,46,94,50,26,93,1,10.0.0.4
93280020,1,19,48,58,35,71,49,0,10.0.0.3
33343833,1,98,0,4,11,24,98,2,10.0.0.5
30607655,2,7,50,37,5,64,66,3,10.0.0.6
33959856,2,6,86,45,77,77,49,5,10.0.0.8
93486538,2,90,61,86,64,26,6,5,10.0.0.8
16704678,2,49,64,40,27,87,34,3,10.0.0.6
32227906,1,50,64,89,32,75,74,0,10.0.0.3
13744555,2,75,63,59,75,91,9,5,10.0.0.8
78638858,1,50,33,21,35,28,2,2,10.0.0.5
62828116,2,23,45,56,55,46,11,5,10.0.0.8
37927722,2,45,38,31,79,2,56,1,10.0.0.4
50322547,2,75,95,0,9,86,6,5,10.0.0.8
57326749,2,10,68,51,3,89,25,3,10.0.0.6
98496585,1,57,96,55,47,75,91,2,10.0.0.5
20585287,1,97,61,55,26,59,98,2,10.0.0.5
95605511,1,90,24,75,58,47,84,4,10.0.0.7
92835937,1,80,0,39,12,18,8,4,10.0.0.7
36751055,2,15,97,24,23,30,73,3,10.0.0.6
71626474,2,25,19,94,23,83,50,1,10.0.0.4
56315967,2,38,54,26,18,52,67,3,10.0.0.6
52450803,2,60,65,94,89,90,15,5,10.0.0.8
11035775,2,81,29,41,36,55,30,1,10.0.0.4
63193868,2,24,36,43,50,32,21,5,10.0.0.8
26187940,1,49,76,17,1,83,96,2,10.0.0.5
56927332,1,79,45,74,71,21,7,4,10.0.0.7
74517532,2,66,56,56,98,76,76,1,10.0.0.4
3596233,2,99,67,42,82,59,60,5,10.0.0.8
80421846,2,52,30,22,94,84,53,1,10.0.0.4
79037087,2,4,55,47,34,31,58,3,10.0.0.6
85993399,2,19,89,87,62,48,29,5,10.0.0.8
12938479,2,32,77,9,67,22,40,5,10.0.0.8
41266090,1,80,74,97,26,68,59,4,10.0.0.7
39220275,1,7,49,67,25,71,9,0,10.0.0.3
12617710,1,87,5,48,80,70,100,2,10.0.0.5
32833714,2,70,59,85,48,26,0,5,10.0.0.8
10952700,1,28,86,34,9,73,10,0,10.0.0.3
68173462,2,68,30,32,97,60,43,1,10.0.0.4
20736962,2,37,47,84,32,12,31,5,10.0.0.8
18128835,2,20,25,73,2,28,83,3,10.0.0.6
71225865,1,95,74,76,88,8,67,4,10.0.0.7
11868078,1,0,100,8,29,32,5,0,10.0.0.3
35562549,2,55,62,98,59,80,75,3,10.0.0.6
61194235,2,70,3,85,30,19,4,1,10.0.0.4
73964102,2,88,91,69,11,7,3,5,10.0.0.8
95085863,1,47,39,86,62,5,26,4,10.0.0.7
21950856,1,4,72,27,72,97,91,0,10.0.0.3
89418387,1,55,17,16,60,32,61,2,10.0.0.5
20846157,1,97,0,21,97,22,7,2,10.0.0.5
53911056,2,28,84,17,91,85,28,5,10.0.0.8
84976519,1,70,57,25,19,75,18,2,10.0.0.5
86974744,2,93,75,97,44,59,56,3,10.0.0.6
5350343,2,52,80,56,84,44,75,5,10.0.0.8
96424016,1,21,76,60,53,87,83,0,10.0.0.3
33758234,1,2,64,9,43,66,98,0,10.0.0.3
76718307,1,2,77,18,39,85,23,0,10.0.0.3
60943593,1,98,0,8,74,83,91,2,10.0.0.5
19477357,1,68,78,31,50,20,14,4,10.0.0.7
30837492,1,20,1,50,83,39,32,0,10.0.0.3
69876093,2,68,17,13,51,52,44,1,10.0.0.4
25731140,2,100,91,49,68,6,31,5,10.0.0.8
59579201,1,65,10,60,15,73,45,2,10.0.0.5
74111409,2,33,92,25,53,62,76,3,10.0.0.6
12045683,1,40,42,48,91,22,86,4,10.0.0.7
25188446,2,37,95,9,22,59,28,3,10.0.0.6
94916818,1,100,92,5,85,2,61,4,10.0.0.7
91230804,1,73,89,14,39,25,38,2,10.0.0.5
78569950,2,50,49,79,85,20,8,5,10.0.0.8
38506683,2,80,84,68,12,74,10,5,10.0.0.8
35392978,2,73,87,98,90,73,55,5,10.0.0.8
4168318,1,88,3,67,68,54,5,4,10.0.0.7
987220,2,33,21,9,75,22,52,1,10.0.0.4
78616379,1,53,91,66,41,32,76,4,10.0.0.7
78134925,2,26,80,21,90,15,81,1,10.0.0.4
85487132,1,50,58,61,68,30,37,4,10.0.0.7
9995758,1,78,19,62,60,53,33,4,10.0.0.7
58369098,2,10,50,83,40,87,12,5,10.0.0.8
55739643,2,8,69,99,22,88,93,3,10.0.0.6
47247558,2,15,64,34,47,3,37,5,10.0.0.8
76811214,2,75,52,48,50,64,66,3,10.0.0.6
74599509,1,93,95,63,68,2,34,4,10.0.0.7
62337908,1,66,48,30,66,0,12,4,10.0.0.7
12311707,1,74,33,100,46,7,86,4,10.0.0.7
43220729,1,53,41,28,92,86,60,2,10.0.0.5
15621947,2,32,80,66,91,2,56,5,10.0.0.8
54638384,1,66,91,90,28,49,52,4,10.0.0.7
22827755,1,52,9,73,49,21,41,4,10.0.0.7
14142339,2,56,57,65,63,90,90,1,10.0.0.4
85169720,2,79,26,26,96,48,10,5,10.0.0.8
89206214,1,9,28,23,99,49,3,0,10.0.0.3
89122871,1,75,17,42,2,34,15,4,10.0.0.7
19775147,2,93,46,10,85,24,67,1,10.0.0.4
50165344,2,86,47,34,49,94,70,1,10.0.0.4
60728386,1,33,19,27,84,11,45,4,10.0.0.7
25188661,1,51,49,98,15,13,47,4,10.0.0.7
43186355,2,30,34,66,3,13,59,3,10.0.0.6
74696727,2,45,72,43,27,70,18,5,10.0.0.8
82267100,2,24,44,100,56,48,26,5,10.0.0.8
75006327,1,88,44,87,42,78,49,4,10.0.0.7
88151759,1,84,37,90,75,53,46,4,10.0.0.7
78964534,1,11,0,29,90,1,48,4,10.0.0.7
6320281,2,50,40,82,64,66,21,5,10.0.0.8
19221918,2,10,32,53,44,7,71,1,10.0.0.4
59516209,1,4,33,55,58,74,52,0,10.0.0.3
16823240,2,36,23,10,31,83,47,1,10.0.0.4
42697198,2,25,22,25,99,74,7,5,10.0.0.8
51679092,1,14,39,68,61,12,71,4,10.0.0.7
90276880,1,15,18,99,30,95,22,0,10.0.0.3
38535759,2,62,48,41,13,64,26,3,10.0.0.6
67586039,1,21,71,48,58,12,1,4,10.0.0.7
59934136,1,32,56,41,6,95,3,0,10.0.0.3
50878425,1,56,22,85,53,92,36,0,10.0.0.3
81244123,1,85,48,33,53,66,19,2,10.0.0.5
73149858,1,57,91,7,57,4,9,4,10.0.0.7
75690660,1,12,26,74,35,83,69,0,10.0.0.3
75813692,1,66,5,39,75,76,19,2,10.0.0.5
21222301,1,76,34,33,97,96,97,2,10.0.0.5
75168392,1,18,62,32,28,52,26,0,10.0.0.3
71138978,2,68,62,71,53,81,85,3,10.0.0.6
86634881,1,89,30,58,61,19,66,4,10.0.0.7
31870858,2,94,12,94,79,63,80,1,10.0.0.4
41062944,2,96,51,14,24,53,20,5,10.0.0.8
499580,1,88,41,32,66,96,96,2,10.0.0.5
5520748,2,61,56,6,22,23,72,3,10.0.0.6
92445943,1,94,60,43,9,90,54,2,10.0.0.5
66402388,1,81,52,95,80,76,28,4,10.0.0.7
75656507,2,8,40,36,50,98,7,5,10.0.0.8
98671992,2,82,59,1,79,95,58,5,10.0.0.8
30864577,2,67,60,68,97,91,97,1,10.0.0.4
92233048,1,76,7,67,56,83,70,2,10.0.0.5
8757926,2,29,2,73,93,72,52,1,10.0.0.4
73432813,1,52,54,26,29,96,76,2,10.0.0.5
66566708,1,91,47,57,3,63,91,2,10.0.0.5
44025388,1,95,29,56,69,48,93,4,10.0.0.7
29747412,2,56,67,70,8,98,36,3,10.0.0.6
71356008,1,88,26,74,78,83,49,2,10.0.0.5
95787199,2,97,45,74,75,10,80,1,10.0.0.4
72462912,1,13,22,30,58,61,40,0,10.0.0.3
35254105,2,78,60,23,83,69,30,5,10.0.0.8
95523043,1,23,63,72,50,75,26,0,10.0.0.3
22306212,2,31,71,73,5,12,41,3,10.0.0.6
40360603,1,82,30,85,58,55,26,4,10.0.0.7
70632783,2,23,81,18,68,33,69,3,10.0.0.6
23265998,1,71,90,54,96,31,39,4,10.0.0.7
95603765,1,31,41,96,16,15,34,4,10.0.0.7
82546109,2,73,12,9,10,55,30,3,10.0.0.6
48556689,2,65,65,40,47,75,8,5,10.0.0.8
45308848,2,2,80,28,68,10,57,5,10.0.0.8
72525142,1,75,48,47,86,44,95,4,10.0.0.7
11975082,2,89,99,18,52,59,86,3,10.0.0.6
76117505,2,36,50,18,62,58,42,5,10.0.0.8
69361474,2,9,87,15,47,73,49,3,10.0.0.6
68907706,1,47,46,20,43,35,1,2,10.0.0.5
5646318,1,46,89,85,67,95,40,0,10.0.0.3
29219840,2,57,42,10,82,87,51,1,10.0.0.4
34736423,1,95,37,34,10,27,27,4,10.0.0.7
23251340,1,5,42,31,24,87,16,0,10.0.0.3
69839328,1,74,94,15,41,11,26,4,10.0.0.7
66468320,1,95,53,75,33,14,35,4,10.0.0.7
4534386,2,54,4,84,76,21,13,1,10.0.0.4
55278749,1,60,43,30,45,11,71,4,10.0.0.7
59668340,1,41,22,11,76,45,14,2,10.0.0.5
45446168,2,64,62,60,40,25,36,5,10.0.0.8
43099379,1,85,29,43,90,60,50,2,10.0.0.5
34270622,1,34,26,74,95,78,65,0,10.0.0.3
5209635,2,16,26,78,9,2,59,3,10.0.0.6
41459286,1,0,23,82,81,95,32,0,10.0.0.3
47101590,1,0,80,35,89,18,18,0,10.0.0.3
31148625,1,48,13,70,22,87,20,0,10.0.0.3
80470479,1,67,12,55,20,5,93,4,10.0.0.7
98497839,2,64,26,29,41,86,50,1,10.0.0.4
1175842,1,12,45,4,13,74,71,2,10.0.0.5
42502753,1,80,18,57,72,79,96,2,10.0.0.5
94016735,2,29,34,3,60,67,98,1,10.0.0.4
72657914,1,82,93,94,29,10,15,4,10.0.0.7
24913957,2,37,91,39,91,16,4,5,10.0.0.8
35315987,2,30,86,41,30,2,28,5,10.0.0.8
79498777,1,64,49,42,18,3,31,4,10.0.0.7
78927008,1,44,24,71,27,30,19,4,10.0.0.7
16576203,2,15,82,54,62,60,79,3,10.0.0.6
39791412,1,61,15,36,83,17,24,4,10.0.0.7
22988377,2,50,11,93,18,3,86,1,10.0.0.4
1186992,2,20,45,16,19,97,47,3,10.0.0.6
33409347,1,38,18,62,19,91,4,0,10.0.0.3
87732468,2,36,14,40,35,14,10,5,10.0.0.8
40406922,1,6,42,1,97,73,17,2,10.0.0.5
91537135,1,63,28,11,1,88,18,2,10.0.0.5
62827823,1,26,3,73,60,4,80,4,10.0.0.7
60882668,2,45,94,49,2,92,28,3,10.0.0.6
69479265,2,47,10,68,74,67,4,5,10.0.0.8
28808161,1,35,6,0,19,54,92,2,10.0.0.5
88288974,2,50,84,49,12,21,27,3,10.0.0.6
37246411,1,45,38,51,52,37,35,4,10.0.0.7
29463334,2,6,15,12,84,69,6,5,10.0.0.8
45428992,2,9,42,95,49,95,87,1,10.0.0.4
3321069,2,61,9,4,19,73,24,1,10.0.0.4
65591068,2,61,10,45,46,6,30,1,10.0.0.4
6101213,2,39,28,23,83,79,55,1,10.0.0.4
19058645,2,46,98,63,52,93,100,3,10.0.0.6
2074789,1,9,31,65,86,33,48,0,10.0.0.3
18197998,1,91,29,26,64,99,8,2,10.0.0.5
18508363,1,42,84,76,15,34,34,4,10.0.0.7
98265001,1,93,95,89,43,56,85,4,10.0.0.7
81536152,1,62,39,73,70,79,31,0,10.0.0.3
52036386,1,69,86,53,50,54,78,2,10.0.0.5
36752278,2,26,21,57,38,70,80,1,10.0.0.4
60771977,2,39,40,2,33,4,37,3,10.0.0.6
51935926,2,46,66,96,62,51,87,3,10.0.0.6
23537764,2,21,36,72,24,14,14,5,10.0.0.8
57031786,2,84,37,41,28,96,37,3,10.0.0.6
6530009,2,96,0,3,67,38,49,1,10.0.0.4
21169963,2,84,88,45,34,54,59,3,10.0.0.6
35884249,1,50,65,97,96,8,31,4,10.0.0.7
69325678,2,70,13,40,6,34,77,3,10.0.0.6
12791073,2,90,33,60,100,69,71,1,10.0.0.4
71483097,1,35,90,72,35,28,68,4,10.0.0.7
6028086,1,64,42,8,16,40,84,2,10.0.0.5
95347735,1,18,23,18,35,18,53,0,10.0.0.3
86166352,2,10,40,98,30,90,18,5,10.0.0.8
39996179,1,95,37,46,54,81,83,2,10.0.0.5
51954561,1,77,100,71,74,82,64,2,10.0.0.5
29419013,1,93,91,37,47,66,3,2,10.0.0.5
37998554,2,39,77,47,79,71,17,5,10.0.0.8
23221051,2,40,68,88,38,35,97,3,10.0.0.6
27538858,1,59,6,45,26,13,55,4,10.0.0.7
70035017,1,80,0,30,87,76,100,2,10.0.0.5
7800472,2,25,70,24,1,65,43,3,10.0.0.6
42880436,1,32,40,11,29,68,56,2,10.0.0.5
59010541,2,17,21,74,0,6,28,3,10.0.0.6
37426076,1,86,88,10,6,58,62,2,10.0.0.5
67957030,1,100,42,72,29,94,72,2,10.0.0.5
35408296,2,82,35,92,28,9,57,3,10.0.0.6
1290540,1,22,22,79,38,51,96,0,10.0.0.3
24550411,1,51,50,5,14,38,31,2,10.0.0.5
76628503,2,21,98,25,2,58,19,3,10.0.0.6
98709539,2,4,7,62,41,39,66,1,10.0.0.4
67329125,2,66,33,4,81,35,88,1,10.0.0.4
49577496,2,9,78,69,16,48,22,3,10.0.0.6
92672288,2,91,51,42,33,64,43,3,10.0.0.6
44808071,1,1,51,32,57,43,40,0,10.0.0.3
92071268,1,99,34,7,50,36,7,2,10.0.0.5
40620183,1,36,23,27,60,37,57,2,10.0.0.5
69968533,2,5,69,17,25,65,80,3,10.0.0.6
70272417,1,73,52,91,41,20,35,4,10.0.0.7
69220556,1,25,76,86,33,2,35,4,10.0.0.7
28958805,2,78,27,63,93,95,35,1,10.0.0.4
45017196,2,79,56,35,87,0,47,5,10.0.0.8
6462288,2,78,68,78,68,82,9,5,10.0.0.8
42158339,2,58,44,14,1,1,24,3,10.0.0.6
11588919,2,51,41,60,57,16,26,5,10.0.0.8
72165187,2,74,13,5,98,80,5,5,10.0.0.8
45081216,2,72,43,56,38,4,54,3,10.0.0.6
45337665,1,24,13,57,72,49,31,0,10.0.0.3
39846290,1,67,19,43,61,32,23,4,10.0.0.7
14599412,1,50,44,97,85,78,45,0,10.0.0.3
70296282,1,25,99,3,18,57,18,2,10.0.0.5
58761644,1,5,51,48,71,17,98,0,10.0.0.3
46127997,2,16,92,50,14,71,90,3,10.0.0.6
41152590,2,28,69,69,58,28,88,3,10.0.0.6
33237257,1,28,80,85,97,64,85,0,10.0.0.3
21670747,2,90,97,3,94,9,17,5,10.0.0.8
19763621,1,47,63,76,53,50,74,0,10.0.0.3
68199968,1,0,86,3,55,61,6,0,10.0.0.3
51500964,2,33,72,50,61,74,66,3,10.0.0.6
14578281,1,83,30,18,1,26,32,2,10.0.0.5
39269900,1,31,90,68,65,16,45,4,10.0.0.7
4003567,1,91,14,73,75,57,66,4,10.0.0.7
42822639,1,0,5,35,86,4,48,0,10.0.0.3
11665567,1,100,3,26,25,92,46,2,10.0.0.5
22476347,2,66,61,10,67,33,44,5,10.0.0.8
91637902,2,99,83,96,50,30,88,3,10.0.0.6
28848279,1,40,74,11,44,71,21,2,10.0.0.5
92637493,2,20,58,60,28,83,29,3,10.0.0.6
52435949,2,98,55,26,48,61,63,3,10.0.0.6
19789361,2,57,43,63,76,19,87,1,10.0.0.4
37283109,2,51,25,59,98,37,63,1,10.0.0.4
42239740,1,29,11,47,56,66,8,0,10.0.0.3
12959927,1,66,26,100,78,21,92,4,10.0.0.7
7097936,2,93,72,96,96,61,79,1,10.0.0.4
49357914,1,0,24,55,2,23,73,0,10.0.0.3
17966910,2,63,54,31,26,18,8,5,10.0.0.8
46767674,2,26,34,29,47,26,27,5,10.0.0.8
65884797,2,8,25,58,13,77,14,3,10.0.0.6
81680818,2,33,82,5,71,75,48,5,10.0.0.8
51221497,1,67,81,99,67,1,90,4,10.0.0.7
20697522,2,63,42,44,38,10,69,3,10.0.0.6
7202099,2,32,70,3,4,66,10,3,10.0.0.6
53900427,2,68,20,62,61,23,88,1,10.0.0.4
7204773,2,68,77,85,33,36,82,3,10.0.0.6
34328742,1,33,10,71,76,47,33,0,10.0.0.3
41855029,1,14,57,58,26,53,97,0,10.0.0.3
71936039,1,85,19,44,62,42,88,4,10.0.0.7
54532762,2,67,79,8,95,90,86,1,10.0.0.4
56756637,1,24,43,82,56,96,56,0,10.0.0.3
10150790,2,14,10,94,94,47,87,1,10.0.0.4
54643804,2,62,89,7,23,68,88,3,10.0.0.6
37051555,2,28,85,40,62,38,12,5,10.0.0.8
17081077,1,37,65,30,17,22,28,4,10.0.0.7
34768694,1,35,31,74,29,44,57,0,10.0.0.3
68300167,1,42,17,42,28,8,94,4,10.0.0.7
7275014,2,75,5,11,68,75,30,1,10.0.0.4
17422659,1,25,71,0,100,74,88,2,10.0.0.5
66853480,1,94,39,38,42,4,33,4,10.0.0.7
90855821,2,35,61,13,68,50,69,1,10.0.0.4
93590116,1,66,26,89,65,2,51,4,10.0.0.7
80215348,1,82,60,64,83,75,39,2,10.0.0.5
72662265,2,89,94,94,82,23,94,3,10.0.0.6
74979183,2,34,91,72,26,40,0,5,10.0.0.8
49892270,2,51,7,59,6,62,63,3,10.0.0.6
32381807,1,91,69,79,49,16,15,4,10.0.0.7
2894947,2,21,8,65,91,67,78,1,10.0.0.4
40664663,1,32,74,29,58,54,6,2,10.0.0.5
79896256,1,15,90,97,41,88,17,0,10.0.0.3
79166423,2,37,74,51,26,56,72,3,10.0.0.6
96563458,2,0,45,11,98,22,47,1,10.0.0.4
3964206,1,41,29,62,54,23,100,4,10.0.0.7
15502241,1,9,84,53,29,16,49,0,10.0.0.3
70842860,1,73,73,78,31,91,17,0,10.0.0.3
42730757,2,79,64,13,94,13,90,1,10.0.0.4
14290603,2,65,29,87,20,98,14,5,10.0.0.8
41770916,1,19,47,14,65,68,57,2,10.0.0.5
17981671,2,60,47,36,56,46,28,5,10.0.0.8
61264674,1,93,23,46,60,75,100,2,10.0.0.5
70814391,2,89,94,50,13,30,11,5,10.0.0.8
59452667,2,64,52,54,58,32,0,5,10.0.0.8
82597002,1,23,100,47,70,89,49,0,10.0.0.3
47339310,1,43,87,5,82,95,9,2,10.0.0.5
98842882,1,72,49,58,88,50,55,4,10.0.0.7
9886836,2,9,94,97,43,70,43,3,10.0.0.6
77189590,1,18,11,5,64,24,26,2,10.0.0.5
34507030,2,18,60,34,13,19,5,5,10.0.0.8
10718921,2,5,24,31,5,32,99,3,10.0.0.6
39248478,1,60,62,74,12,46,90,4,10.0.0.7
20086058,2,46,27,73,63,16,67,1,10.0.0.4
67674351,2,47,61,43,62,38,72,1,10.0.0.4
96738397,2,45,78,83,88,98,31,5,10.0.0.8
92666844,2,97,26,88,58,67,80,1,10.0.0.4
65998953,1,43,68,85,52,59,69,0,10.0.0.3
21569443,2,75,66,24,37,36,75,3,10.0.0.6
32523877,1,54,58,51,47,78,26,2,10.0.0.5
29524900,1,10,35,29,19,96,59,0,10.0.0.3
62614651,2,15,61,47,81,70,10,5,10.0.0.8
18073402,2,85,34,85,100,7,87,1,10.0.0.4
15306301,1,99,27,7,51,30,89,2,10.0.0.5
5238943,1,79,78,84,89,27,70,4,10.0.0.7
11267635,1,12,5,17,32,79,81,0,10.0.0.3
26588726,1,92,63,74,31,82,65,2,10.0.0.5
68540958,1,78,81,44,37,77,56,2,10.0.0.5
52399720,1,6,65,77,64,44,64,0,10.0.0.3
6777308,2,19,21,69,33,54,52,1,10.0.0.4
65253762,2,68,84,76,80,83,26,5,10.0.0.8
79961822,2,32,21,72,13,34,75,3,10.0.0.6
68850560,2,32,10,16,7,23,15,3,10.0.0.6
49059669,1,4,82,72,29,22,19,0,10.0.0.3
15244360,2,28,64,81,92,78,30,5,10.0.0.8
54871461,2,92,15,50,14,95,78,3,10.0.0.6
89664665,1,78,76,33,9,22,9,4,10.0.0.7
82643148,1,30,91,100,17,85,85,0,10.0.0.3
29704694,2,7,19,20,21,10,83,1,10.0.0.4
59096347,1,28,74,53,10,46,75,0,10.0.0.3
85008030,2,96,16,62,97,55,14,5,10.0.0.8
70402031,2,21,62,57,66,27,73,1,10.0.0.4
96420916,2,45,97,35,45,6,72,3,10.0.0.6
65439347,2,94,89,82,18,5,25,3,10.0.0.6
28580288,1,53,64,75,96,80,70,0,10.0.0.3
99696575,2,15,80,68,70,99,32,5,10.0.0.8
510370,1,33,13,25,25,49,22,2,10.0.0.5
82175427,1,74,24,20,97,2,86,4,10.0.0.7
99212066,1,57,85,85,7,86,75,0,10.0.0.3
47341959,2,68,89,64,96,54,23,5,10.0.0.8
3466928,1,44,12,30,66,93,22,2,10.0.0.5
26629037,2,47,45,93,100,44,17,5,10.0.0.8
60576501,2,68,45,56,84,63,85,1,10.0.0.4
72798688,1,46,1,19,29,82,83,2,10.0.0.5
43591934,1,71,95,2,69,77,20,2,10.0.0.5
80526780,1,40,14,29,55,84,0,2,10.0.0.5
53320348,2,14,65,76,51,15,40,5,10.0.0.8
69231861,1,24,13,39,37,6,87,4,10.0.0.7
26556123,2,38,77,74,74,60,46,5,10.0.0.8
85759884,2,68,23,93,4,33,39,3,10.0.0.6
18309761,2,31,41,30,1,45,23,3,10.0.0.6
33944438,2,72,82,17,7,89,11,3,10.0.0.6
84347787,1,33,63,70,8,38,94,0,10.0.0.3
84688801,1,42,4,42,79,64,96,0,10.0.0.3
84128375,2,85,51,91,3,39,98,3,10.0.0.6
72912304,2,60,33,91,39,58,68,1,10.0.0.4
41150703,2,61,19,27,64,51,98,1,10.0.0.4
60512373,2,85,35,61,98,55,7,5,10.0.0.8
61733770,1,51,42,47,39,29,26,4,10.0.0.7
19297119,2,91,60,54,46,86,65,3,10.0.0.6
59885739,1,15,84,75,29,12,25,4,10.0.0.7
12217853,2,63,58,79,6,69,32,3,10.0.0.6
93916542,2,15,33,76,90,98,47,1,10.0.0.4
44377667,2,56,71,55,26,89,33,3,10.0.0.6
98513688,1,44,10,48,100,60,90,0,10.0.0.3
4041694,1,74,83,56,25,69,72,2,10.0.0.5
90437639,1,81,44,19,26,50,17,2,10.0.0.5
36529842,1,3,70,84,37,36,44,0,10.0.0.3
14504806,2,32,61,61,40,18,17,5,10.0.0.8
63393430,2,95,71,50,77,90,4,5,10.0.0.8
